address,size,current_name,provisional_name,owner,confidence,evidence
10008760,61,jpeg_stdio_dest,jpeg_stdio_dest,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10008860,108,jpeg_stdio_src,jpeg_stdio_src,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100088e0,121,FUN_100088e0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10008960,61,FUN_10008960,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100089b0,264,jinit_d_coef_controller,jinit_d_coef_controller,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10008ae0,81,start_iMCU_row,start_iMCU_row,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10008b40,79,FUN_10008b40,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100091e0,240,smoothing_ok,smoothing_ok,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10009940,423,jinit_color_deconverter,jinit_color_deconverter,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10009b00,188,build_ycc_rgb_table,build_ycc_rgb_table,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10009cf0,135,FUN_10009cf0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10009f30,121,jinit_inverse_dct,jinit_inverse_dct,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000a220,489,jpeg_make_d_derived_tbl,jpeg_make_d_derived_tbl,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000a410,253,jpeg_fill_bit_buffer,jpeg_fill_bit_buffer,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000a510,241,jpeg_huff_decode,jpeg_huff_decode,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000a610,60,jinit_huff_decoder,jinit_huff_decoder,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000abf0,124,process_restart,process_restart,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000ac70,74,jinit_input_controller,jinit_input_controller,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000acc0,57,start_input_pass,start_input_pass,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000ad00,421,per_scan_setup,per_scan_setup,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000aeb0,170,latch_quant_tables,latch_quant_tables,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000af80,199,FUN_1000af80,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000b050,501,initial_setup,initial_setup,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b250,68,FUN_1000b250,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000b2a0,205,jinit_d_main_controller,jinit_d_main_controller,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b370,173,alloc_funny_pointers,alloc_funny_pointers,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b4a0,326,make_funny_pointers,make_funny_pointers,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b5f0,116,FUN_1000b5f0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000b670,322,FUN_1000b670,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000b7c0,270,set_wraparound_pointers,set_wraparound_pointers,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b8d0,153,set_bottom_pointers,set_bottom_pointers,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000b9a0,249,jpeg_resync_to_restart,jpeg_resync_to_restart,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000baa0,271,next_marker,next_marker,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000bbb0,133,jinit_marker_reader,jinit_marker_reader,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000c0b0,161,skip_variable,skip_variable,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000c160,543,FUN_1000c160,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000c4d0,169,get_soi,get_soi,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000c580,807,get_sof,get_sof,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000c8b0,792,get_sos,get_sos,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000cbd0,383,get_dac,get_dac,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000cd50,844,get_dht,get_dht,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d0a0,617,get_dqt,get_dqt,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d310,240,get_dri,get_dri,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d400,158,first_marker,first_marker,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d4a0,139,FUN_1000d4a0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000d530,52,reset_marker_reader,reset_marker_reader,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d570,530,jpeg_calc_output_dimensions,jpeg_calc_output_dimensions,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d7a0,131,use_merged_upsample,use_merged_upsample,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d8b0,52,jinit_master_decompress,jinit_master_decompress,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000d8f0,472,master_selection,master_selection,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000dad0,121,prepare_range_limit_table,prepare_range_limit_table,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000db50,348,FUN_1000db50,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000dce0,133,jinit_merged_upsampler,jinit_merged_upsampler,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000dd70,188,build_ycc_rgb_table,build_ycc_rgb_table,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000df20,58,FUN_1000df20,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000e2d0,110,jinit_phuff_decoder,jinit_phuff_decoder,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000e890,131,process_restart,process_restart,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000f120,143,jinit_d_post_controller,jinit_d_post_controller,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000f330,163,FUN_1000f330,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000f3e0,166,FUN_1000f3e0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
1000f490,500,jinit_upsampler,jinit_upsampler,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000fd80,76,jpeg_std_error,jpeg_std_error,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
1000fdd0,86,FUN_1000fdd0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10011d50,310,jinit_memory_mgr,jinit_memory_mgr,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10011e90,303,alloc_small,alloc_small,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10011fc0,29,out_of_memory,out_of_memory,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10011fe0,161,alloc_large,alloc_large,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012090,168,alloc_sarray,alloc_sarray,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012140,176,alloc_barray,alloc_barray,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100121f0,110,FUN_100121f0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10012260,110,FUN_10012260,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100122d0,385,FUN_100122d0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100125b0,154,do_sarray_io,do_sarray_io,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100127a0,159,do_barray_io,do_barray_io,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012840,241,free_pool,free_pool,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012980,15,jpeg_get_small,jpeg_get_small,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012990,13,FID_conflict:jpeg_free_small,jpeg_free_large|jpeg_free_small,ijg-jpeg-6,ambiguous,Source-built FID rows match identical machine bodies from multiple source symbols
100129a0,15,jpeg_get_large,jpeg_get_large,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100129b0,13,FID_conflict:jpeg_free_small,jpeg_free_large|jpeg_free_small,ijg-jpeg-6,ambiguous,Source-built FID rows match identical machine bodies from multiple source symbols
100129c0,5,FUN_100129c0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100129d0,20,FUN_100129d0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
100129f0,3,FUN_100129f0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10012a00,1,FUN_10012a00,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10012a10,154,jinit_1pass_quantizer,jinit_1pass_quantizer,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012ab0,350,create_colormap,create_colormap,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012c10,233,select_ncolors,select_ncolors,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012d00,30,output_value,output_value,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012d20,316,create_colorindex,create_colorindex,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012e60,28,largest_input_value,largest_input_value,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012e80,64,alloc_fs_workspace,alloc_fs_workspace,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10012ec0,236,FUN_10012ec0,,ijg-jpeg-6,candidate,Internal function inside the contiguous IJG library region; no accepted FID name
10012fb0,88,create_odither_tables,create_odither_tables,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013010,102,make_odither_array,make_odither_array,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013660,302,jinit_2pass_quantizer,jinit_2pass_quantizer,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013790,152,init_error_limit,init_error_limit,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013ab0,282,fill_inverse_cmap,fill_inverse_cmap,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013bd0,501,find_nearby_colors,find_nearby_colors,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10013dd0,350,find_best_colors,find_best_colors,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014240,137,select_colors,select_colors,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100142d0,1091,update_box,update_box,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014720,312,median_cut,median_cut,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014860,52,find_biggest_color_pop,find_biggest_color_pop,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100148a0,43,find_biggest_volume,find_biggest_volume,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
100148d0,406,compute_color,compute_color,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014aa0,16,jdiv_round_up,jdiv_round_up,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014ab0,24,jround_up,jround_up,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014ad0,70,jcopy_sample_rows,jcopy_sample_rows,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014b20,34,jcopy_block_row,jcopy_block_row,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014b50,27,jzero_far,jzero_far,ijg-jpeg-6,high,All source-built FID rows for this target agree on the same source symbol
10014b70,39,srInitPlugin,srInitPlugin,sirtech-plugin,exact,PE export ordinal 2; allocates 0x48 bytes and constructs the plugin object
10014ba0,,,getPluginDescription,sirtech-plugin,strong,Vtable entry returning the literal SurRender JPEG-importer/exporter plug-in description
10014bb0,30,FUN_10014bb0,,sirtech-plugin,strong,Scalar deleting destructor for the complete plugin object
10014bd0,14,FUN_10014bd0,,sirtech-plugin,strong,Complete plugin destructor; delegates to the importer/exporter teardown
10014be0,189,FUN_10014be0,,sirtech-plugin,strong,IJG stdio read callback bridged to the active srBinIStream
10014c8a,21,Catch@10014c8a,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10014cc0,106,FUN_10014cc0,,sirtech-plugin,strong,IJG stdio write callback bridged to the active srBinOStream
10014d17,21,Catch@10014d17,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10014d40,105,FUN_10014d40,srJPEGImporter_ctor,sirtech-plugin,strong,Constructs Importer and Exporter bases and registers jpeg and jpg
10014db0,30,FUN_10014db0,,sirtech-plugin,strong,Scalar deleting destructor reached from the importer vtable
10014dd0,60,FUN_10014dd0,srJPEGImporter_dtor,sirtech-plugin,strong,Removes both importer and exporter registrations
10014e10,20,FUN_10014e10,,sirtech-plugin,strong,Initializes quality to 200 and format byte to 0x4b
10014e30,47,FUN_10014e30,,sirtech-plugin,strong,Reads JPEG dimensions and component count through the codec adapter
10014e60,,,,sirtech-plugin,strong,Importer vtable entry; validates input and fills a surface-info record; missing from current Ghidra function inventory
10014f30,,,importSurface,sirtech-plugin,strong,Importer vtable entry; decodes JPEG data and copies it into an srColorSurface; missing from current Ghidra function inventory
100151d0,35,FUN_100151d0,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10015200,,,exportSurface,sirtech-plugin,strong,Exporter vtable entry; parses QUALITY and encodes an srColorSurface; missing from current Ghidra function inventory
10015400,23,FUN_10015400,,sirtech-plugin,strong,Initializes export options with default quality 100
10015420,6,FUN_10015420,,sirtech-plugin,strong,Vtable entry returning the JPEG type name
10015430,18,FUN_10015430,,sirtech-plugin,strong,Releases storage through srHeap
10015450,,,,sirtech-plugin,strong,Returns SurRender type identifier 0x3110; missing from current Ghidra function inventory
10015460,,,,sirtech-plugin,candidate,Tail jump through an SR.DLL import; missing from current Ghidra function inventory
10015470,,,,sirtech-plugin,strong,Registers SurRender type identifiers 0x3100 and 0x3110; missing from current Ghidra function inventory
100154e0,25,FUN_100154e0,,sirtech-plugin,strong,Clones and assigns an srColorSurface
10015540,11,FUN_10015540,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10015550,12,FUN_10015550,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10015580,11,FUN_10015580,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
10015590,12,FUN_10015590,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
100155b0,26,FUN_100155b0,,sirtech-plugin,candidate,Function inside the reviewed SurRender plugin region; semantic identity not yet established
100155d0,6,srGetLibraryVersion,srGetLibraryVersion,sirtech-plugin,exact,"PE export ordinal 1; body is mov eax,0x012a0209; ret"
100155e0,,,,sirtech-plugin,strong,Exporter-base this-adjusting thunk to 0x10015420
100155f0,,,,sirtech-plugin,strong,Exporter-base this-adjusting thunk to 0x10014db0
100156a0,6,copy,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100156e8,6,getDataPtr,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
10015790,6,setjmp3,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100157a0,6,ftol,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100157d0,6,operator_new,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100157d6,6,operator_delete,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
100157e7,28,FUN_100157e7,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
1001580e,6,_CxxThrowException,,msvc6-runtime-glue,candidate,"Function in the post-plugin import, exception, or DLL-startup region"
